timestamp_unix,timestamp_iso,participant_full_id,accelerometers_std_g,missing_value_reason
1703030400000,2023-12-20T00:00:00Z,288-1-1-009,0.001,
1703030460000,2023-12-20T00:01:00Z,288-1-1-009,0.001,
1703030520000,2023-12-20T00:02:00Z,288-1-1-009,0.001,
1703030580000,2023-12-20T00:03:00Z,288-1-1-009,0.001,
1703030640000,2023-12-20T00:04:00Z,288-1-1-009,0.001,
1703030700000,2023-12-20T00:05:00Z,288-1-1-009,0.001,
1703030760000,2023-12-20T00:06:00Z,288-1-1-009,0.001,
1703030820000,2023-12-20T00:07:00Z,288-1-1-009,0.001,
1703030880000,2023-12-20T00:08:00Z,288-1-1-009,0.001,
1703030940000,2023-12-20T00:09:00Z,288-1-1-009,0.001,
1703031000000,2023-12-20T00:10:00Z,288-1-1-009,0.001,
1703031060000,2023-12-20T00:11:00Z,288-1-1-009,0.001,
1703031120000,2023-12-20T00:12:00Z,288-1-1-009,0.001,
1703031180000,2023-12-20T00:13:00Z,288-1-1-009,0.001,
1703031240000,2023-12-20T00:14:00Z,288-1-1-009,0.001,
1703031300000,2023-12-20T00:15:00Z,288-1-1-009,0.001,
1703031360000,2023-12-20T00:16:00Z,288-1-1-009,0.001,
1703031420000,2023-12-20T00:17:00Z,288-1-1-009,0.001,
1703031480000,2023-12-20T00:18:00Z,288-1-1-009,0.001,
1703031540000,2023-12-20T00:19:00Z,288-1-1-009,0.001,
1703031600000,2023-12-20T00:20:00Z,288-1-1-009,0.001,
1703031660000,2023-12-20T00:21:00Z,288-1-1-009,0.001,
1703031720000,2023-12-20T00:22:00Z,288-1-1-009,0.001,
1703031780000,2023-12-20T00:23:00Z,288-1-1-009,0.001,
1703031840000,2023-12-20T00:24:00Z,288-1-1-009,0.001,
1703031900000,2023-12-20T00:25:00Z,288-1-1-009,0.033,
1703031960000,2023-12-20T00:26:00Z,288-1-1-009,0.01,
1703032020000,2023-12-20T00:27:00Z,288-1-1-009,0.006,
1703032080000,2023-12-20T00:28:00Z,288-1-1-009,0.009,
1703032140000,2023-12-20T00:29:00Z,288-1-1-009,0.003,
1703032200000,2023-12-20T00:30:00Z,288-1-1-009,0.017,
1703032260000,2023-12-20T00:31:00Z,288-1-1-009,0.013,
1703032320000,2023-12-20T00:32:00Z,288-1-1-009,0.01,
1703032380000,2023-12-20T00:33:00Z,288-1-1-009,0.012,
1703032440000,2023-12-20T00:34:00Z,288-1-1-009,0.005,
1703032500000,2023-12-20T00:35:00Z,288-1-1-009,0.015,
1703032560000,2023-12-20T00:36:00Z,288-1-1-009,0.02,
1703032620000,2023-12-20T00:37:00Z,288-1-1-009,0.039,
1703032680000,2023-12-20T00:38:00Z,288-1-1-009,0.021,
1703032740000,2023-12-20T00:39:00Z,288-1-1-009,0.01,
1703032800000,2023-12-20T00:40:00Z,288-1-1-009,0.025,
1703032860000,2023-12-20T00:41:00Z,288-1-1-009,0.003,
1703032920000,2023-12-20T00:42:00Z,288-1-1-009,0.018,
1703032980000,2023-12-20T00:43:00Z,288-1-1-009,0.006,
1703033040000,2023-12-20T00:44:00Z,288-1-1-009,0.002,
1703033100000,2023-12-20T00:45:00Z,288-1-1-009,0.002,
1703033160000,2023-12-20T00:46:00Z,288-1-1-009,0.001,
1703033220000,2023-12-20T00:47:00Z,288-1-1-009,0.006,
1703033280000,2023-12-20T00:48:00Z,288-1-1-009,0.002,
1703033340000,2023-12-20T00:49:00Z,288-1-1-009,0.001,
1703033400000,2023-12-20T00:50:00Z,288-1-1-009,0.001,
1703033460000,2023-12-20T00:51:00Z,288-1-1-009,0.002,
1703033520000,2023-12-20T00:52:00Z,288-1-1-009,0.009,
1703033580000,2023-12-20T00:53:00Z,288-1-1-009,0.007,
1703033640000,2023-12-20T00:54:00Z,288-1-1-009,0.001,
1703033700000,2023-12-20T00:55:00Z,288-1-1-009,0.007,
1703033760000,2023-12-20T00:56:00Z,288-1-1-009,0.001,
1703033820000,2023-12-20T00:57:00Z,288-1-1-009,0.002,
1703033880000,2023-12-20T00:58:00Z,288-1-1-009,0.002,
